"id","category","title","expiryDate","numOfAgrees"
"449459","교통/건축/국토","불법건축물 양성화 특별법 발의 청원",2021-01-20,319
"449458","행정","‘자의로’ 시험을 거부한 의대생의 구제를 반대합니다",2021-01-20,10527
"449457","인권/성평등","가습기살균제.정부의 비리와 가해기업,검찰의 유착 관계를 밝히는데 도움부탁드립니다.",2021-01-20,1747
"449456","보건복지","강원도 코로나19에 대해서 몇글자 적어봅니다",2021-01-20,530
"449455","보건복지","의사국시 재시험 반대합니다.",2021-01-20,23488
"449454","육아/교육","고3학생 양육비 20만원지원 졸업시까지 지원해 주십시요.♡",2021-01-20,382
"449453","인권/성평등","N번방 비슷한 피해유형을 겪고 있습니다",2021-01-20,3458
"449452","일자리","조작된 수습평가 그리고 부당해고",2021-01-20,430
"449451","보건복지","거리두기 3단계 해주세요",2021-01-20,1473
"449450","보건복지","코로나19 거리두기 격상으로 인한 동부구치소 민원실 잠정 폐쇄 후 현재 수용자들 코로나 확진 급증에 대한 이의제기. 심각 합니다.",2021-01-20,363
"449449","기타","국영기업인금융감독원을해체하여주십시오",2021-01-20,1393
"449448","일자리","** (****타워) 건물미화관리 80명 부당집단해고 말도안되는 현실 도와주세요 [최저시급X, 부당해고]",2021-01-20,76550
"449447","안전/환경","강원도 동해시 한 초등학교 확진자가족입니다.",2021-01-20,10063
"449446","정치개혁","동물살해봄 처벌강화",2021-01-20,2725
"449445","보건복지","보건복지부는 어린이집의 현실을 파악하시고 보육교사의 근무환경을 내년부터 적용될 수 있도록 개선에 힘써주시길 간곡히 부탁드립니다.",2021-01-20,5836
"449444","경제민주화","저는 소상공인 입니다.우리는 지금 세월호 2에 있습니다.",2021-01-20,428
"449443","반려동물","길냥이 학대 유튜버 수사 착수와 처벌 요청 합니다",2021-01-20,103063
"449442","행정","소멸되는 적립 포인트를 현금화하여 재난지원금 재원으로 전환",2021-01-20,374
"449441","행정","택시기사를 폭행한 이용구 법무차관의 해임을 요구 합니다",2021-01-20,1986
"449440","문화/예술/체육/언론","KBS 의 '수신료 동결' 및 '구조 조정', '평균 연봉 1억 1천 임금 삭감'을 청원합니다.",2021-01-20,1463
"449439","기타","****** 운영 조작을 통한 부당 이익을 막아주세요",2021-01-20,241
"449438","인권/성평등","택시기사를 폭행한 범죄자 이용구 법무차관의 해임을 청원합니다",2021-01-20,1595
"449437","보건복지","종교지도자의 범행에 가중처벌할 수 있는 제도가 필요합니다!",2021-01-20,736
"449436","교통/건축/국토","경부고속도로 버스전용차로 시작점 조정으로 교통사고방지 및 교통체증 감소",2021-01-20,193
"449435","교통/건축/국토","피해자를 우롱하는 불구속 수사를 중지하고 가해자를 구속하라~",2021-01-20,538
"449434","기타","이용구법무차관을 해임해주십시요",2021-01-20,11998
"449433","정치개혁","검찰해체",2021-01-20,4110
"449432","정치개혁","공수처법시행에따른 고위직공무원의 범죄공소시효폐지",2021-01-20,3204
"449431","행정","청주시 코로나 확진자 이동경로 공개시켜 주세요",2021-01-20,783
"449430","정치개혁","이용구 법무부 차관 즉시 파면해야 합니다.",2021-01-20,2359
"449429","보건복지","코로나 음성결과인 자가 격리자의 맹장수술을 도와주세요",2021-01-20,3875
"449428","보건복지","코로나문제로 노심초사인 언론인들에게 코로나백신 우선접종할 수 있도록 청원드립니다.",2021-01-20,3996
"449427","보건복지","방배동 모자사건을 알린 사회복지사분 대통령 표창좀주세요",2021-01-20,280
"449426","문화/예술/체육/언론","*** *** 사장은 제정신인가?",2021-01-20,1222
"449425","보건복지","코로나 백신 도입시, 우리나라 기자분들이 가장 먼저 접종받을 수 있도록 선처 바랍니다.",2021-01-20,98497
"449424","안전/환경","**EV 전기차 보상받게 해주세요",2021-01-20,1200
"449423","행정","India-Korea Air bubble permission",2021-01-20,537
"449422","행정","저는 배달도 포장도 할 수 없는 음식점 자영업자 입니다.",2021-01-20,278
"449421","육아/교육","중학교 2학년 우리아이 시험 볼 수 있게 응원해주세요!!(코로나 관련 교육부 지침 이의 제기)",2021-01-20,300
"449420","보건복지","보수 야당 국회의원과 보수 언론인들에게 백신 우선 접종을 실시해주세요.",2021-01-20,4422
"449419","정치개혁","최강욱 열린민주당 대표를 신임 법무부 장관으로 추천합니다!",2021-01-20,4047
"449418","기타","해돋이 인파가 몰리지않게 해변 및 해안가 출입을 금지시켜주세요.",2021-01-20,2542
"449417","안전/환경","청북읍 폐기물 건축허가로 평택시민들을 암환자로 만들고있는 평택시장 및 평택시청을 고발합니다!!",2021-01-20,8195
"449416","보건복지","당장 사회적 거리두기 3단계 격상 바랍니다.",2021-01-20,558
"449415","보건복지","보건증 발급비용을 안정화시켜주기바랍니다",2021-01-20,258
"449414","경제민주화","음모와 모략으로 억울한 누명을 쓰고 한 순간에 죄인이 되었습니다.",2021-01-20,279
"449413","교통/건축/국토","[부동산] 정부 말 믿고 기다린 사람들은 임대주택 가go, 정부 말 믿지 않고 투기한 사람들은 부자되go. 이것이 공정입니까",2021-01-20,571
"449412","정치개혁","<한상혁,김현> 방통위원 해임을 청원합니다",2021-01-20,1627
"449411","보건복지","차라리 3단계로 격상해주세요",2021-01-20,716
"449410","문화/예술/체육/언론","형평성 없는 스크린골프장 폐쇄를 시정해 주십시오",2021-01-20,559
"449409","일자리","노동자 살수잇도록 도와주세요",2021-01-20,173
"449408","기타","코로나19로 힘든 자영업자들, 신용보증재단,신용보증기금 대출금상환을 연기해주세ㅛ",2021-01-20,259
"449407","기타","해외선물 유튜브 **와 불법대여계좌업체 처벓해주세요",2021-01-20,213
"449406","기타","무소불위의 권력을 믿고 일탈을 일삼는 **** ***군의원 부부를 규탄합니다.",2021-01-20,665
"449405","정치개혁","문재인 대통령 탄핵을 청원합니다.",2021-01-20,3094
"449404","기타","코로나 피해 중소기업 임대료 인하를 외면하는 유통대기업들을 고발합니다.",2021-01-20,141
"449403","기타","정신건강 및 멘탈강화를 위한 강의 요청",2021-01-20,125
"449402","보건복지","마스크 착용과 관련, 호흡이 어려운 환자들을 위한 표식",2021-01-20,636
"449401","정치개혁","대한민국 법체계를 대륙법 폐지하고 영미법체계로 바꾸는 개혁을 추진해 주십시요.",2021-01-20,313
"449400","외교/통일/국방","7.29일 목숨을 걸고 검거한 몽골인불체자들 인천 출입국이 보증금 2000만원 받고 풀어주고 결국 이 몽골인이 다시 같은 업체에서 버젓이 일을 한다,인천출입국 청장 즉각 사퇴",2021-01-20,346
"449399","교통/건축/국토","태양광 분양 조직적인 사기업체를 조사하여 더이상 국민들이 피해 보지않게 해주세요.",2021-01-20,281
"449398","보건복지","코로사 19에 관한 계몽",2021-01-20,123
"449397","행정","계좌조회 요청합니다",2021-01-20,222
"449396","행정","국세청 비리의심 피감자가 감사 담당자라니 억울합니다.",2021-01-20,197
"449395","육아/교육","서울시 보육교사 코로나 전수검사 실시 철회 해주세요",2021-01-17,2697
"449394","보건복지","무너진 K방역, 되살릴 수 있는 방법 긴급제안한다.",2021-01-17,939
"449393","육아/교육","긴급보육의 실태, 보육교사선제검사",2021-01-17,1278
"449392","보건복지","국민연금, 아무런 책임이 없는가?!",2021-01-17,3480
"449391","저출산/고령화대책","가정어린이집 줄폐원 위기",2021-01-17,1611
"449390","교통/건축/국토","전남 지방 소도시 여수 순천 광양 부동산 조정지역 해제해주세요",2021-01-17,914
"449389","육아/교육","안산시 보육시설 코로나 전수검사 실시 철회해주세요.",2021-01-17,12796
"449388","교통/건축/국토","조정대상지역 확대에 무주택자의 대출규제를 멈춰주세요",2021-01-17,926
"449387","행정","자동차세 과세기준 정비를 해주세요",2021-01-17,1228
"449386","안전/환경","코로나 19 전국민 전수검사 실시 합시다.",2021-01-17,570
"449385","정치개혁","경찰의 일방적 수사종결과 가해자와의 결탁의심",2021-01-17,1740
"449384","인권/성평등","보육교사를 잠정적 코로나 확진자로 취급하는 시군구청과 보건복지부의 횡포를 멈춰주시고, 보육교사의 인권을 찾아주십시오.",2021-01-17,40630
"449383","교통/건축/국토","광양은 조정지역에서 제외되어야합니다.",2021-01-17,1501
"449382","외교/통일/국방","오픈카톡방의 익명성에 가려진 군인들의 비인간적인 언행을 강력히 처벌해주세요",2021-01-17,697
"449381","기타","불붙은 민심에 기름을 붓는 여성가족부를 폐지시켜 주십시오.",2021-01-17,36552
"449380","보건복지","서울시 보육교직원 코로나 검사 실시 관련 민원 제기합니다.",2021-01-17,25078
"449379","정치개혁","추미애 장관은 반드시 유임되어야 합니다.",2021-01-17,23739
"449378","반려동물","길고양이 급식소 합법화 부탁드립니다.",2021-01-17,14034
"449377","정치개혁","추미애 장관의 사표를 반려해 주시기를 간곡하게 청원드립니다",2021-01-17,17502
"449376","기타","KBS의 수신료 폐지를 청원 합니다.",2021-01-17,4348
"449375","정치개혁","추미애 장관 사퇴 철회 청원",2021-01-17,12757
"449374","안전/환경","코로나 인한 긴급돌봄 최소화위해 민간기업의 재택근무 활성화 필요합니다",2021-01-17,320
"449373","교통/건축/국토","*** ******* 차량 인포시스템 먹통 관련 전수조사 요청합니다",2021-01-17,212
"449372","교통/건축/국토","영종국제도시, 인천국제공항 세계화 발전 개선 방안에 관하여 청원 합니다.",2021-01-17,769
"449371","정치개혁","추미애 장관의 사표를 반려해 주십시요!!",2021-01-17,7931
"449370","육아/교육","아동방임자 신상공개 판결",2021-01-17,562
"449369","경제민주화","현대엠엔소프트와 현대오토에버, 불공정한 합병비율 개선이 필요합니다",2021-01-17,368
"449368","행정","정부는 현재 강제 명령 휴원중인 실내 체육시설들에게 피해 보상을 해야 합니다.",2021-01-17,547
"449367","안전/환경","저는 로보캅이 아닙니다. 한 여자의 사랑스러운 남편이자, 세 아이의 평범한 아빠입니다.",2021-01-17,3858
"449366","안전/환경","아동 살인한 범죄 신상공개 해주세요!! 최근에도 아동을 그것도 친자식을 끔찍하게 살해한 사건이 있습니다.",2021-01-17,742
"449365","경제민주화","코로나19로 주민공동시설 중 사용중지 중인 정수기, 공기청정기, 인터넷, 케이블TV시청료 렌탈비를 중지해 주세요.",2021-01-17,214
"449364","육아/교육","영아수당 신중하게 진행해주세요.",2021-01-17,910
"449363","교통/건축/국토","주민들에게 꼭 법정도로가 필요합니다.",2021-01-17,156
"449362","경제민주화","부동산 관련 세금 기준을 구입가로 바꿔야 합니다",2021-01-17,453
"449361","보건복지","코로나 확진자의 정보공개 범위를 좁혀주세요",2021-01-17,369
"449360","행정","일안하고 나랏돈으로 월급100프로받아가는 기업!!",2021-01-17,904
"449359","정치개혁","문재인 대통령의 사과 및 책임을 지는 행동을 청원 합니다.",2021-01-17,4835
"449358","외교/통일/국방","부도덕한 지휘관들의 위법행위를 은폐ㆍ축소시키기 위해 군 5대 사정기관이 본연의 임무를 망각하고, 위법행위를 자행하는 군의 슬픈 현실에 대해",2021-01-17,374
"449357","미래","한국***대학을 망치고 있는 낙하산 이사장의 연임을 막아주세요",2021-01-17,1037
"449356","기타","안녕하세요 코로나 끝없는 확산(생각없는 정부)",2021-01-17,784
"449355","문화/예술/체육/언론","객관적 감정절차 없이 위작을 경매한 **옥션 고발",2021-01-16,240
"449354","안전/환경","아파트 횡단보도 앞 육가공공장 건립을 철회해 주십시오.(창원진해남문지구)",2021-01-16,2036
"449353","교통/건축/국토","마을 주변 도로변에 문중 자연장지를 허가해준 전라남도 여수시의 행정을 취소해주세요!",2021-01-16,249
"449352","일자리","**은행의 19일 필기시험 강행, 이것이 최선입니까?",2021-01-16,392
"449351","반려동물","동물보호법 강화를 청원합니다.(애니멀봐 개농장주,동물학대범 강호순 등)",2021-01-16,6884
"449350","행정","소상공인 코로나대출 (신보,기금) 폐업시 일시상환을 유예 부탁드립니다.",2021-01-16,938
"449349","일자리","**은행 시험 연기 & 특별대안",2021-01-16,181
"449348","안전/환경","하얀 마스크에서 투명 마스크로 바꿔주세요.",2021-01-16,1588
"449347","보건복지","국회의원도 나라를 위해 국민을 위해 무보수로 일해주세요",2021-01-16,5132
"449346","일자리","*****은행 19일 필기시험 강행으로 6800명이 대거 이동합니다.",2021-01-16,314
"449345","교통/건축/국토","저금리 양적완화 정책 최대 피해자인 무주택자 보상적 지원 요청",2021-01-16,259
"449344","행정","코로나19 탁상행정 이제는 멈춰주세요",2021-01-16,709
"449343","육아/교육","***** ****에 대해 알립니다.",2021-01-16,343
"449342","안전/환경","*****은행의 채용 필기 시험을 연기해주세요.",2021-01-16,169
"449341","안전/환경","대면 금융업 직원도 국민입니다.",2021-01-16,2498
"449340","보건복지","집합금지된 소상공인 업주들을 정부에서 진행하는 코로나19 방역활동에 동원해주세요...",2021-01-16,276
"449339","반려동물","강아지 납치범을 엄벌에 처해주세요",2021-01-16,63528
"449338","기타","검찰의 비호를 받고 있는 살인교사자를 법의 심판대에 세워주십시오.",2021-01-16,539
"449337","교통/건축/국토","신혼희망타운 분양은 해놓고 중도금대출 책임은 계약자에게 돌리는 공공기관이라니요..",2021-01-16,1069
"449336","보건복지","코로나19 각 지역 동선좀 제대로 알려주세요",2021-01-16,706
"449335","경제민주화","자유민주주의 경제체제를 부정하는 임대료 멈춤법 발의를 반대합니다.",2021-01-16,1341
"449334","육아/교육","중고등학교 급식실 가림막 설치를 의무화 해 주세요",2021-01-16,217
"449333","육아/교육","******대학교 학생회비 납부 거부운동에 동참해 주세요!",2021-01-16,236
"449332","정치개혁","헌법정신을 유린하고 법치주의를 훼손한 문재인대통령을 탄핵하여야 합니다",2021-01-16,43133
"449331","보건복지","기독교 예배방법은 완전한 비대면으로만 하라, 이를 어기면 처벌해야 한다.",2021-01-16,1056
"449330","정치개혁","국회의원 정년(만60세까지)제도를 도입해야 합니다",2021-01-16,2389
"449329","기타","알고 계신가요? 100세 시대의 유족연금 승계방법",2021-01-16,1181
"449328","정치개혁","대통령님 윤석열 검찰총장을 해임시켜주십시요.",2021-01-16,11867
"449327","정치개혁","대통령님 추미애 장관의 사의를 반려해 주세요.",2021-01-16,21835
"449326","안전/환경","**휴게소 (인천방향) 의 수질관련",2021-01-16,165
"449325","인권/성평등","동성 결혼을 합법화 해 주세요",2021-01-16,1363
"449324","정치개혁","문재인대통령님, 추미애법무장관의 사의를 반려해주십시오.",2021-01-16,64670
"449323","육아/교육","저는 12살 버림받은 쓰레기의 ** **년생 *** 딸입니다 딸보험도,,,팔아 먹는",2021-01-16,605
"449322","정치개혁","추미애 법무부 장관에 대한 대통령님의 재신임을 요구합니다.",2021-01-16,420745
"449321","기타","공인중개사 시험의 상대평가 전환 반대 청원",2021-01-16,1534
"449320","농산어촌","소 브루셀라 발병 위험 지역에 백신접종 허가를 청원합니다.",2021-01-16,459
"449319","정치개혁","추미애 장관의 사의를 반려해 주세요.",2021-01-16,9081
"449318","인권/성평등","키오스크 때문에 일상의 단절을 겪고 있는 시각장애인의 호소를 들어주세요.",2021-01-16,780
"449317","교통/건축/국토","공공분양 일반분양의 기회를 늘려주세요",2021-01-15,1927
"449316","기타","유튜버의 허위사실 방송으로 자영업자가 피해를 보지 않게 법과 제도를 만들어주세요",2021-01-15,52124
"449315","문화/예술/체육/언론","현 *** 김**감독에 대한 e스포츠공정위원회의 징계를 재조사 청원드립니다.",2021-01-15,401
"449314","정치개혁","< 반복되는 마녀사냥과 색깔론을 끝낼 수 있도록, 국가보안법 폐지에 청와대와 입법부 모두 나서 주실 것을 청원합니다. >",2021-01-15,3395
"449313","교통/건축/국토","세금이 새고있습니다. 국민 세금으로 만든 6차선 도로가 지역주민들의 반발로 14년동안 사용을 금지당하고 있습니다.",2021-01-15,6104
"449312","미래","21년도 태어날아이들도 새롭게 지원되는 영아정책 지원해주세요",2021-01-15,24364
"449311","경제민주화","임대인과 임차인이 상생하도록 도와주세요",2021-01-15,951
"449310","보건복지","*** 피해자",2021-01-15,2587
"449309","행정","빅데이터분석기사 주관처의 무능함을 고발합니다",2021-01-15,317
"449308","문화/예술/체육/언론","*** 드라마 '****'의 역사왜곡 중단해야된다고 생각합니다.",2021-01-15,17805
"449307","문화/예술/체육/언론","내부고발자 **감독의 보복성 중징계를 막아주세요.",2021-01-15,2023
"449306","미래","e스포츠공정위원회의 김** 감독에대한 불공정한 징계처분에 대한 철회와 위원회 해산을 청원합니다",2021-01-15,1432
"449305","일자리","12월28일이후 학원운영을 보장해 주십시오.",2021-01-15,5619
"449304","보건복지","안일한 대응으로 재앙을 불러온 밀양시를 엄벌 해주세요.",2021-01-15,370
"449303","인권/성평등","죄없는 장애인을 화성 여중생 살인범 만들어 특진한 경찰의 파면과 연금횐수 촉구",2021-01-15,2193
"449302","교통/건축/국토","'◌ ‘집값폭등’은 의도된 인재라 판단됩니다. 주택문제의 해법 제안입니다.",2021-01-15,296
"449301","교통/건축/국토","아파트관리비리",2021-01-15,333
"449300","안전/환경","조두순보호를 위해 쓰이는 세금낭비를 막아주세요",2021-01-15,2701
"449299","인권/성평등","사랑하는 우리딸을 살려주세요",2021-01-15,1834
"449298","보건복지","벼랑끝에 내몰린 자영업자의 목소리를 들어주세요.",2021-01-15,590
"449297","정치개혁","국민은 하염없는 바보입니다",2021-01-15,426
"449296","문화/예술/체육/언론","코로나로 인한 피해와 스트레스 해소 위한 <온라인강좌 시스템 구축 및 홍보>",2021-01-15,122
"449295","안전/환경","아스트라제네카 코로나19 백신 도입을 강력히 반대합니다",2021-01-15,392
"449294","교통/건축/국토","종부세 강화와 관련...세제 및 관련 법령들로 인해, 경제적 부담이 되고 있는 국민들의 목소리도 좀 반영해 주셨으면 합니다.!",2021-01-15,412
"449293","인권/성평등","공군 강릉소재 비행단,코로나 19 밀접접촉자 격리 위해 독신간부 숙소 강제 이주 조치",2021-01-15,346
"449292","반려동물","**군 동물 비윤리 안락사",2021-01-15,2357
"449291","기타","친구를 폭행으로 죽음에 이르게 한 이들의 강력한 처벌을 촉구합니다.",2021-01-15,49829
"449290","성장동력","소상공인 임대료 감면대책을 조속히 촉구합니다.",2021-01-15,11717
"449289","보건복지","가정용 코로나 신속항원키트 승인하여 전국민 검사할 수 있게 해주세요.",2021-01-15,531
"449288","기타","대형보험사(***)의 횡포를 막아주세요.",2021-01-15,350
"449287","일자리","**농협 공판장 임원개인의 갑질횡포를 막아주세요",2021-01-15,412
"449286","문화/예술/체육/언론","피트니스, 요가, 필라테스 시설의 집합금지 명령에 따른 업계의 위기를 호소하며, 현장의 의견을 수렴한 정책 변경 논의 및 후속 지원 방안 마련을 촉구합니다.",2021-01-15,1771
"449285","성장동력","환경부와 보건복지부는 폐지방재활용 규제완화에 서둘러 주세요.",2021-01-15,527
"449284","기타","2020 과방위 국감 지적에도 ETRI 연구윤리 불감증 여전 - 과기정통부에서 재조사를 촉구합니다.",2021-01-15,127
"449283","기타","잔인하고도 무서운 학교폭력으로 우리아들의 인생이 망가졌습니다.",2021-01-14,375026
"449282","행정","경기대 기숙사 병상화 차후대책",2021-01-14,364
"449281","교통/건축/국토","광주광역시교육청의 학교시설 건축공사에 대한 자체 감리단 운영 중지를 요구 합니다.",2021-01-14,611
"449280","행정","확진자가 줄지 않는 이유를 국민들은 알고 있습니다.",2021-01-14,5914
"449279","안전/환경","주식 리딩 사기업체(불법)를 신고합니다",2021-01-14,476
"449278","보건복지","요람에서 무덤까지 마스크를 쓰게 하시겠습니까? 합리적인 코로나방역정책을 마련해주십시오.",2021-01-14,1527
"449277","안전/환경","태안군 불법 쓰레기 소각장 등 혐오시설 운영 고발",2021-01-14,559
"449276","일자리","부당해촉",2021-01-14,489
"449275","기타","무소득자 주택담보대출 허용 청원",2021-01-14,413
"449274","육아/교육","사회적거리두기 3단계, 어린이집은 정상운영?",2021-01-14,7365
"449273","안전/환경","양주시는 코로나 확진자를 숨기기에 바쁩니다.",2021-01-14,2456
"449272","기타","대통령님!! . 자영업자도 쉬어갈수 있게 도와주세요.",2021-01-14,1180
"449271","미래","개인회생에 대해 다시한번 검토해주세요",2021-01-14,272
"449270","기타","골판지 포장상자 제조용 제지 수급 문제를 해결해주세요.",2021-01-14,195
"449269","교통/건축/국토","도시 거주자가 상속받은 고향 시골집은 종부세 주택 수에서 제외해주세요",2021-01-14,373
"449268","인권/성평등","부산시 ***구 공립초등학교 (**** ** 초등학교) 관내에서 발생한 1학년 남자아이들의 성폭력 가해사건에 대한 진상조사를 요청합니다",2021-01-14,1000
"449267","안전/환경","음주운전 차량을 쫓았지만",2021-01-13,845
"449266","육아/교육","교육부와 각 교육청은 아이들의 교육을 최우선으로 생각해 주세요.",2021-01-13,1254
"449265","안전/환경","“다** 국민 아기욕조” 사건에 대하여 국가차원의 진상규명과 재발방지 및 피해구제 대책 마련을 요청드립니다.",2021-01-13,5850
"449264","교통/건축/국토","실패한 임대사업자입니다 제가 무슨 범죄를 저질렀습니까? 무슨 잘못을한겁니까?",2021-01-13,1891
"449263","안전/환경","중학교와 고등학교의 기말고사 폐지",2021-01-13,527
"449262","육아/교육","어린이집 긴급보육에 대한 정확한 법적 기준을 유치원처럼 만들어 주세요.",2021-01-13,1576
"449261","행정","""경기대 기숙사 치료시설 긴급명령"" 반대합니다.",2021-01-13,521
"449260","성장동력","증권거래 유관기관수수료 면제 지속 청원",2021-01-13,194
"449259","행정","사회적거리두기2.5단계 격상으로 피해를 입는 업종입니다",2021-01-13,514
"449258","보건복지","의로 시스템 마비와 붕괴를 막기 위해 코로나 치료제 지원 정책을 당장 바꾸세요.",2021-01-13,345
"449257","육아/교육","유치원 교사를 코로나부터 보호해주세요.",2021-01-13,1388
"449256","문화/예술/체육/언론","***가수의 문화훈장을추천합니다.",2021-01-13,316
"449255","안전/환경","[청소년기후행동] 청소년들은 1.5도를 위해 다시 촛불을 듭니다.",2021-01-13,14136
"449254","교통/건축/국토","아파트층간소음 법좀만들어주세요 아랫집만고통받습니다",2021-01-13,1351
"449253","육아/교육","어린이집 교사 대 영유아 비율을 줄여주세요.",2021-01-13,1610
"449252","행정","효과적인 성매매근절을 위하여 포주와 성구매자만 처벌하는 노르딕 모델을 도입해주세요",2021-01-13,9798
"449251","교통/건축/국토","문재인이가 퇴임 하면 LH 영구 임대 주택과 똑 같은 평 수인 9평, 12평, 13평 이상 초과 하지 못하도록 법제화 해주시기 바랍니다.",2021-01-13,2326
"449250","기타","안녕하십니까 또 뵙겠습니다!!(코로나 망한 대책)",2021-01-13,609
"449249","안전/환경","밀양시는 확진자 동선을 공개하라",2021-01-13,2117
"449248","인권/성평등","주취감경ㅡ술마시고 일으킨 범죄 가중처벌",2021-01-13,4510
"449247","교통/건축/국토","대통령부터 임대주택",2021-01-13,1659
"449246","정치개혁","윤석열 대선 출마 금지법 반대청원",2021-01-13,4140
"449245","반려동물","문재인 대통령 사저 크기를 6평으로 제한해주십시오",2021-01-13,46218
"449244","기타","진술서까지 위조하는 비리 경찰을 고발합니다!",2021-01-13,580
"449243","행정","<코로나 경제위기, 극복할 수 있는 확실한 방법이 있어요. 정책으로 채택해 주세요>",2021-01-13,341
"449242","행정","수원시 특정직업군에 내려진 긴급명령을 취소해주세요",2021-01-13,28296
"449241","미래","정부는 사회적 거리두기를 3단계로 격상하여 이 고통을 끝내주십시오.",2021-01-13,1652
"449240","교통/건축/국토","** 전기차의 배터리, 브레이크 결함에 대한 **차의 안일한 대처",2021-01-13,824
"449239","경제민주화","공매증권사의 불법적 횡포를 막아주세요(주식평가 레포트는 내게해선 안됩니다)",2021-01-13,7469
"449238","행정","집합금지업종!! 운영금지 및 운영제한기간에 임대료, 관리비 모두 멈춰주세요. 더이상 낼 능력도 없습니다.",2021-01-13,1227
"449237","문화/예술/체육/언론","실내체육시설업의 운영정지 기간 동안 청소와 유지보수만 할 수 있다는 행정명령을 재고해주십시요.",2021-01-13,381
"449236","육아/교육","다** 아기욕조와 같은 사태가 반복되지 않도록 어린이 목욕 용품을 어린이제품 안전 특별법상 안전인증대상 어린이제품에 포함하여 주십시오.",2021-01-13,3260
"449235","안전/환경","조두순 등 아동대상 성범죄자 재발방지를 위한 제도개선이 절실합니다.",2021-01-13,852
"449234","보건복지","나는 세금을 내는 범법자입니다",2021-01-13,484
"449233","정치개혁","문재인씨는 퇴임후 LH 임대주택으로 사저 마련토록 해주세요",2021-01-13,18201
"449232","교통/건축/국토","정부의 무책임 하고 과한 토목 포퓰리즘",2021-01-13,420
"449231","경제민주화","문재인대통령님 자영업자를 살려주십시오.",2021-01-13,494
"449230","행정","의정부시 도봉면허시험장 이전 등 장암동 개발계획을 적극 추진해주세요!",2021-01-13,329
"449229","보건복지","정은경 청장께 강제 휴가명령 내려주세요",2021-01-13,290
"449228","보건복지","광주 ****병원 직원들 도와주세요",2021-01-13,311
"449227","행정","동종업계에 대한 모호하고 차별적인 방역지침으로 인한 혼란이 성실히 동참하고 있는 이들의 의지를 꺾지 않도록 동일한 기준을 적용해주세요.",2021-01-13,225
"449226","외교/통일/국방","사회복무요원 대기자의 사회진출 적기를 보장해주세요",2021-01-13,174
"449225","외교/통일/국방","카자흐스탄 국적자들의 청원을 들어주세요.",2021-01-13,1084
"449224","보건복지","카페 매장내영업불가가 정부와 ****의 합작품입니까?",2021-01-13,399
"449223","교통/건축/국토","세종시에 국립자연사박물관과 국립중앙의료원 건립을 요청합니다",2021-01-13,144
"449222","경제민주화","보험설계사(대리점)에 대한 **손해보험사의 갑의 횡포",2021-01-13,199
"449221","보건복지","독감백신접종후 사망",2021-01-13,243
"449220","문화/예술/체육/언론","***** **을 인간문화재로 지정해주세요",2021-01-13,115
"449219","안전/환경","**병원약국셔틀차량",2021-01-13,125
"449218","교통/건축/국토","부동산 거품 1년 내 걷어낼 부동산 대책",2021-01-13,275
"449217","안전/환경","사실혼배우자의 억울한 죽음후 재산분할 및 죽음에 대해 이대로 묻히는게 좋은가?",2021-01-13,183
"449216","안전/환경","너무 답답합니다. 안전에 대한 보상문제 해결안될까요?",2021-01-13,135
"449215","안전/환경","곰배령(골) 출입절차 개선 건의 입니다.",2021-01-13,162
"449214","육아/교육","다**와 아기 욕조를 만든 업체 강력처벌 촉구",2021-01-10,1401
"449213","육아/교육","다** 아기욕조와 관련한 철저한 조사와 처벌을 요청합니다.",2021-01-10,2486
"449212","육아/교육","인천 남동구 어린이집 학대사건입니다. 어린이집공개와 빠른 처벌 부탁드립니다",2021-01-10,2408
"449211","교통/건축/국토","대통령께 직접 묻고 싶습니다...과연 옳바른 길 입니까?",2021-01-10,4745
"449210","보건복지","코로나 관련하여 선별검사소 보다 항체검사소를 설치해주십시오.",2021-01-10,590
"449209","기타","2015년 몽유병 병사에게 피해를 입은 박상병입니다.",2021-01-10,3308
"449208","외교/통일/국방","동포처 설치로 통일후 지구촌 경영을 대비",2021-01-10,263
"449207","육아/교육","누구보다 안전한 학원방역도 집합금지라면 차라리 모든업종 집합금지를 요청합니다",2021-01-10,700
"449206","육아/교육","다** 국민욕조를 아시나요?",2021-01-10,618
"449205","육아/교육","다**아기욕조",2021-01-10,4230
"449204","보건복지","서울권 사립 전문대 학생들의 안전을 보장해주세요.",2021-01-10,189
"449203","보건복지","요양원의 기만,엄마가 돌아가셨으면 달라졌을까요?",2021-01-10,1297
"449202","보건복지","장기요양(방문요양)의 적정수가 보장과 공휴일 유급시행으로 인한 재정을 지원해 주십시오!",2021-01-10,3914
"449201","보건복지","PCR 검사로 신속진단검사 요청합니다. 왜 응급용만 사용인가요?",2021-01-10,817
"449200","인권/성평등","법무부 하 ****범죄피해자지원센터 현직이사장의 성폭력 - 즉각 해임을 청원합니다",2021-01-10,1443
"449199","교통/건축/국토","5등급 저공해조치 미지원 차량에 대한 단속및 과태료 부과를 취소 해야 합니다",2021-01-10,1729
"449198","교통/건축/국토","부산광역시 '도심융합특구' 지정에 관한 상식선의 고찰",2021-01-10,630
